codgeo;libgeo;an;apl_mg_65_hmep
59105;Bertry;2018;4,00
59106;Fournes-en-Weppes;2018;5,50
59107;Bersée;2018;4,30
59108;Attiches;2018;3,60
59109;Herlies;2018;5,00
59110;Camphin-en-Pévèle;2018;3,90
59111;Saint-Hilaire-lez-Cambrai;2018;4,00
59112;Monchecourt;2018;2,60
59113;Nomain;2018;4,10
59114;Artres;2018;3,40
59115;Steenbecque;2018;3,40
59116;Genech;2018;3,90
59117;Sebourg;2018;4,50
59118;Haspres;2018;3,70
59119;Féchain;2018;2,60
59120;Sains-du-Nord;2018;3,50
59121;Radinghem-en-Weppes;2018;5,80
59122;Coutiches;2018;5,20
59123;Spycker;2018;3,20
59124;Haveluy;2018;3,90
59125;Anor;2018;3,20
59126;Iwuy;2018;4,90
59127;Houplin-Ancoisne;2018;5,10
59128;Landrecies;2018;2,90
59129;Bachy;2018;3,60
59130;Avesnes-les-Aubert;2018;3,00
59131;Gommegnies;2018;3,00
59132;Marquillies;2018;4,00
59133;Busigny;2018;3,70
59134;Hondschoote;2018;1,60
59135;Boeschepe;2018;3,00
59136;Steenvoorde;2018;4,50
59137;Gondecourt;2018;4,20
59138;Trélon;2018;2,60
59139;Phalempin;2018;4,80
59140;Poix-du-Nord;2018;3,10
59201;Bavay;2018;3,00
59202;Solesmes;2018;3,60
59203;Mortagne-du-Nord (partie française);2018;2,90
59204;Flines-lez-Raches;2018;2,90
59205;Wormhout;2018;2,90
59206;Marchiennes;2018;4,50
59207;Masnières;2018;4,30
59208;Bourbourg;2018;3,40
59209;Le Cateau-Cambrésis;2018;3,90
59210;Le Quesnoy;2018;3,40
59211;Avesnes-sur-Helpe;2018;3,60
59212;Téteghem-Coudekerque-Village;2018;5,10
59301;Bray-Dunes;2018;2,40
59302;Bergues;2018;3,50
59303;Cysoing;2018;4,20
59304;Annœullin;2018;3,60
59305;Wavrin;2018;4,30
59306;Fourmies;2018;3,20
59307;Templeuve-en-Pévèle;2018;4,30
59308;Orchies;2018;4,70
59309;Caudry;2018;3,50
59401;Hazebrouck;2018;3,40
59402;Saint-Amand-les-Eaux;2018;4,40
59403;Cambrai;2018;3,80
59501;Armentières (partie française);2018;4,70
59601;Maubeuge (partie française);2018;3,30
59602;Dunkerque;2018;3,90
59701;Valenciennes (partie française);2018;4,50
59702;Lille (partie française);2018;5,00
60101;Bailleul-sur-Thérain;2018;2,10
60102;Ressons-sur-Matz;2018;2,00
60103;Le Mesnil-en-Thelle;2018;2,80
60104;Maignelay-Montigny;2018;3,10
60105;Sérifontaine;2018;1,10
60106;Feuquières;2018;2,80
60107;Saint-Paul;2018;3,50
60108;Saint-Sauveur;2018;2,50
60109;Noailles;2018;3,40
60110;Tracy-le-Mont;2018;2,40
60111;Auneuil;2018;1,50
60112;Andeville;2018;1,70
60113;Sainte-Geneviève;2018;1,80
60114;Chaumont-en-Vexin;2018;1,10
60115;Crèvecœur-le-Grand;2018;3,00
60116;Neuilly-en-Thelle;2018;2,00
60117;Grandvilliers;2018;3,30
60118;Béthisy-Saint-Pierre;2018;2,50
60119;Bresles;2018;2,70
60120;Lachapelle-aux-Pots;2018;2,10
60121;Nanteuil-le-Haudouin;2018;2,50
60122;Breteuil;2018;2,90
60123;Estrées-Saint-Denis;2018;2,40
60124;Verberie;2018;3,40
60125;Cires-lès-Mello;2018;2,10
60201;Hermes;2018;2,10
60202;Bornel;2018;1,90
60203;Le Plessis-Belleville;2018;2,80
60204;Ribécourt-Dreslincourt;2018;3,10
60205;Trosly-Breuil;2018;3,10
60206;Orry-la-Ville;2018;3,00
60207;Saint-Just-en-Chaussée;2018;2,30
60208;Lacroix-Saint-Ouen;2018;3,40
60301;Mouy;2018;2,20
60302;Méru;2018;1,90
60303;Crépy-en-Valois;2018;3,00
60304;Senlis;2018;3,20
60305;Noyon;2018;3,00
60306;Pont-Sainte-Maxence;2018;2,60
60401;Clermont;2018;2,40
60402;Chantilly;2018;3,30
60501;Beauvais;2018;3,80
60502;Compiègne;2018;3,80
60601;Creil;2018;3,20
61101;Bellême;2018;2,20
61102;Bagnoles de l'Orne Normandie;2018;2,20
61103;Vimoutiers;2018;2,60
61104;Sées;2018;2,70
61105;Domfront en Poiraie;2018;3,00
61106;Mortagne-au-Perche;2018;2,30
61107;Tinchebray-Bocage;2018;1,70
61201;La Ferté Macé;2018;2,40
61301;L'Aigle;2018;2,80
61302;Argentan;2018;3,10
61401;Flers;2018;2,70
62101;Rœux;2018;2,70
62102;Fruges;2018;3,40
62103;Fauquembergues;2018;3,40
62104;Auxi-le-Château;2018;2,50
62105;Auchy-lès-Hesdin;2018;3,80
62106;Équihen-Plage;2018;4,00
62107;Norrent-Fontes;2018;3,10
62108;Enquin-lez-Guinegatte;2018;3,30
62109;Pernes;2018;2,60
62110;Ferques;2018;3,60
62111;Beaurainville;2018;3,10
62112;Saint-Folquin;2018;4,90
62113;Frévent;2018;2,30
62114;Aubigny-en-Artois;2018;3,40
62115;Camiers;2018;3,30
62116;Bapaume;2018;3,00
62117;Vimy;2018;4,80
62118;Biache-Saint-Vaast;2018;2,60
62119;Samer;2018;3,40
62201;Oye-Plage;2018;3,20
62202;Desvres;2018;2,90
62203;Montreuil;2018;4,90
62204;Hesdin;2018;3,10
62205;Guînes;2018;3,30
62206;Neufchâtel-Hardelot;2018;3,70
62207;Ardres;2018;2,00
62208;Saint-Pol-sur-Ternoise;2018;2,80
62209;Marquise;2018;4,20
62210;Lumbres;2018;2,90
62211;Audruicq;2018;2,60
62301;Wimereux;2018;5,10
62401;Berck;2018;4,90
62501;Boulogne-sur-Mer;2018;5,30
62502;Arras;2018;4,70
62503;Calais;2018;3,90
63101;Coudes;2018;6,50
63102;Saint-Bonnet-près-Riom;2018;3,80
63103;Pérignat-sur-Allier;2018;4,20
63104;Champeix;2018;2,10
63105;La Bourboule;2018;3,00
63106;Ennezat;2018;2,90
63107;Orcet;2018;5,40
63108;Pérignat-lès-Sarliève;2018;7,40
63109;Puy-Guillaume;2018;2,40
63110;Maringues;2018;2,60
63111;Aigueperse;2018;2,50
63112;Orcines;2018;3,20
63113;Mur-sur-Allier;2018;4,00
63114;La Monnerie-le-Montel;2018;2,70
63115;Vertaizon;2018;3,30
63116;Saint-Georges-de-Mons;2018;2,80
63117;Courpière;2018;2,40
63118;Saint-Amant-Tallende;2018;3,80
63119;Volvic;2018;3,60
63120;La Roche-Blanche;2018;4,30
63121;Billom;2018;3,00
63201;Vic-le-Comte;2018;3,10
63202;Saint-Éloy-les-Mines;2018;2,70
63203;Lezoux;2018;2,90
63204;Ambert;2018;3,00
63301;Veyre-Monton;2018;5,40
63302;Pont-du-Château;2018;3,70
63303;Thiers;2018;2,50
63304;Issoire;2018;4,80
63401;Riom;2018;3,80
63701;Clermont-Ferrand;2018;4,30
64101;Puyoô;2018;4,90
64102;Navarrenx;2018;3,10
64103;Saint-Palais;2018;4,30
64104;Artix;2018;4,70
64105;Arudy;2018;4,20
64106;Salies-de-Béarn;2018;3,30
64107;Saint-Jean-Pied-de-Port;2018;4,00
64201;Soumoulou;2018;3,20
64202;Mauléon-Licharre;2018;4,40
64203;Saint-Pée-sur-Nivelle;2018;3,60
64204;Hasparren;2018;3,50
64301;Orthez;2018;3,00
64302;Mourenx;2018;3,60
64303;Oloron-Sainte-Marie;2018;3,60
64701;Pau;2018;4,20
65101;Luz-Saint-Sauveur;2018;4,10
65102;Ossun;2018;3,60
65103;Maubourguet;2018;3,40
65201;Vic-en-Bigorre;2018;2,80
65202;Juillan;2018;3,60
65203;Argelès-Gazost;2018;3,80
65204;Lannemezan;2018;4,40
65301;Bagnères-de-Bigorre;2018;3,50
65302;Lourdes;2018;4,20
65501;Tarbes;2018;3,80
66101;Puigcerda (ESP)-Bourg-Madame (partie française);2018;4,40
66102;Estagel;2018;3,20
66103;Trouillas;2018;3,00
66104;Baixas;2018;1,60
66105;Saint-Nazaire;2018;4,30
66106;Ponteilla;2018;2,90
66107;Saint-Génis-des-Fontaines;2018;4,00
66108;Saint-Hippolyte;2018;3,20
66109;Vinça;2018;2,70
66110;Villelongue-de-la-Salanque;2018;4,30
66111;Espira-de-l'Agly;2018;1,90
66112;Salses-le-Château;2018;1,90
66113;Villeneuve-de-la-Raho;2018;5,70
66114;Bages;2018;3,50
66115;Claira;2018;2,70
66116;Millas;2018;4,10
66117;Banyuls-sur-Mer;2018;4,00
66118;Sainte-Marie;2018;3,00
66119;Pollestres;2018;4,10
66201;Saleilles;2018;4,80
66202;Le Boulou;2018;3,90
66203;Amélie-les-Bains-Palalda;2018;3,30
66204;Ille-sur-Têt;2018;2,90
66205;Prades;2018;3,20
66206;Thuir;2018;3,00
66301;Canet-en-Roussillon;2018;4,60
66302;Céret;2018;4,00
66501;Saint-Cyprien;2018;4,40
66701;Perpignan;2018;4,30
67101;Muttersholtz;2018;3,90
67102;Furdenheim;2018;3,30
67103;Griesheim-près-Molsheim;2018;4,00
67104;Kogenheim;2018;5,20
67105;Dambach-la-Ville;2018;4,90
67106;Ebersheim;2018;5,60
67107;Epfig;2018;6,20
67108;Lauterbourg;2018;1,60
67109;Offendorf;2018;3,30
67110;Kilstett;2018;2,90
67111;Geudertheim;2018;2,50
67112;Dettwiller;2018;4,50
67113;Hilsenheim;2018;3,60
67114;Matzenheim;2018;4,10
67115;Marmoutier;2018;3,90
67116;Mothern;2018;2,20
67117;Sarre-Union;2018;3,60
67118;Weitbruch;2018;3,10
67119;Duttlenheim;2018;4,20
67120;Villé;2018;3,80
67121;Andlau;2018;5,10
67122;Schirrhein;2018;3,70
67123;Sessenheim;2018;3,90
67124;Wingersheim les Quatre Bans;2018;3,10
67125;Soultz-sous-Forêts;2018;3,80
67126;Oberhaslach;2018;2,60
67127;Scherwiller;2018;6,30
67128;Ittenheim;2018;4,20
67129;Seltz;2018;3,00
67130;Mertzwiller;2018;4,10
67131;Weyersheim;2018;3,30
67132;Gerstheim;2018;2,60
67133;Holtzheim;2018;5,50
67134;Dingsheim;2018;3,10
67135;Wittisheim;2018;3,50
67136;Gries;2018;3,40
67137;Bouxwiller;2018;4,00
67138;Truchtersheim;2018;2,60
67139;Rhinau;2018;2,60
67140;Marckolsheim;2018;3,20
67141;Betschdorf;2018;3,30
67142;Châtenois;2018;6,40
67143;Rœschwoog;2018;3,40
67144;Hœrdt;2018;5,80
67145;Bœrsch;2018;3,20
67146;Herrlisheim;2018;4,80
67147;Gambsheim;2018;4,00
67148;Soufflenheim;2018;4,50
67201;Ingwiller;2018;4,20
67202;Drusenheim;2018;3,50
67203;Wasselonne;2018;3,40
67204;Hochfelden;2018;4,00
67205;La Wantzenau;2018;3,10
67206;Val-de-Moder;2018;4,10
67207;Marlenheim;2018;3,60
67208;Entzheim;2018;4,90
67209;Wissembourg (partie française);2018;2,80
67210;Geispolsheim;2018;4,80
67211;Benfeld;2018;4,40
67212;Rosheim;2018;4,50
67213;Barr;2018;3,80
67301;Brumath;2018;5,20
67302;Erstein;2018;3,50
67303;Obernai;2018;4,30
67304;La Broque;2018;4,80
67305;Reichshoffen-Niederbronn-les-Bains;2018;4,40
67306;Saverne;2018;4,00
67307;Sélestat;2018;4,90
67401;Molsheim;2018;4,40
67501;Haguenau;2018;4,50
67701;Strasbourg (partie française);2018;5,40
68101;Hirsingue;2018;3,30
68102;Labaroche;2018;2,00
68103;Rosenau;2018;3,00
68104;Eschentzwiller;2018;2,80
68105;Lièpvre;2018;3,40
68106;Biesheim;2018;2,30
68107;Kirchberg;2018;2,10
68108;Hochstatt;2018;3,60
68109;Sainte-Croix-en-Plaine;2018;3,90
68110;Fessenheim;2018;2,30
68111;Soultzmatt;2018;2,20
68112;Orbey;2018;3,20
68113;Porte du Ried;2018;4,20
68114;Burnhaupt-le-Haut;2018;3,50
68115;Waldighofen;2018;3,40
68116;Masevaux-Niederbruck;2018;2,90
68117;Zillisheim;2018;1,70
68118;Andolsheim;2018;3,50
68119;Illfurth;2018;2,70
68120;Bennwihr;2018;4,20
68121;Landser;2018;1,80
68122;Rouffach;2018;3,10
68123;Blotzheim;2018;3,10
68124;Sierentz;2018;3,30
68125;Ribeauvillé;2018;2,60
68201;Dannemarie;2018;2,30
68202;Neuf-Brisach;2018;2,70
68203;Kaysersberg Vignoble;2018;4,20
68204;Sainte-Marie-aux-Mines;2018;3,80
68205;Altkirch;2018;3,30
68206;Kembs;2018;3,20
68207;Ensisheim;2018;2,90
68208;Saint-Amarin;2018;2,90
68301;Munster;2018;3,70
68401;Guebwiller;2018;2,60
68402;Thann-Cernay;2018;3,30
68403;Bâle (SUI)-Saint-Louis (partie française);2018;2,80
68501;Colmar;2018;4,40
68701;Mulhouse;2018;3,80
69101;Saint-Laurent-d'Agny;2018;2,50
69102;Sainte-Foy-l'Argentière;2018;3,00
69103;Beaujeu;2018;2,00
69104;Saint-Symphorien-sur-Coise;2018;3,50
69105;Saint-Martin-en-Haut;2018;2,30
69106;Pusignan;2018;3,30
69107;Saint-Georges-de-Reneins;2018;3,50
69108;Cours;2018;1,60
69109;Soucieu-en-Jarrest;2018;3,00
69110;Saint-Pierre-de-Chandieu;2018;1,80
69111;Amplepuis;2018;2,50
69201;Jonage;2018;1,40
69202;Mornant;2018;2,20
69203;Thizy;2018;2,40
69204;Saint-Germain-au-Mont-d'Or;2018;3,70
69205;Saint-Étienne-des-Oullières;2018;2,40
69301;Val d'Oingt;2018;3,00
69302;Saint-Laurent-de-Mure;2018;2,90
69303;Tarare;2018;2,30
69401;L'Arbresle;2018;3,20
70101;Rioz;2018;4,30
70102;Plancher-les-Mines;2018;2,20
70103;Port-sur-Saône;2018;4,90
70104;Mélisey;2018;3,80
70105;Saint-Loup-sur-Semouse;2018;2,60
70106;Fougerolles-Saint-Valbert;2018;4,00
70201;Champagney-Ronchamp;2018;2,90
70202;Gray;2018;4,00
70301;Héricourt;2018;3,10
70302;Lure;2018;3,30
70303;Luxeuil-les-Bains;2018;3,30
70401;Vesoul;2018;5,00
71101;Buxy;2018;2,10
71102;Épinac;2018;2,00
71103;La Roche-Vineuse;2018;3,50
71104;Saint-Martin-Belle-Roche;2018;3,70
71105;Verdun-sur-le-Doubs;2018;2,20
71106;Charolles;2018;3,40
71107;La Clayette;2018;3,50
71108;Marcigny;2018;2,40
71109;Gergy;2018;2,50
71110;Sennecey-le-Grand;2018;3,10
71111;Bourbon-Lancy;2018;2,40
71201;Givry;2018;3,30
71202;Cluny;2018;2,80
71203;Ouroux-sur-Saône;2018;3,00
71204;Tournus;2018;3,10
71205;Montchanin;2018;2,00
71206;Gueugnon;2018;1,30
71207;Paray-le-Monial;2018;2,90
71301;Louhans;2018;2,80
71302;Autun;2018;3,10
71401;Le Creusot;2018;2,60
71402;Montceau-les-Mines;2018;3,10
71501;Chalon-sur-Saône;2018;3,90
72101;Saint-Georges-du-Bois;2018;2,20
72102;Brette-les-Pins;2018;1,20
72103;La Chartre-sur-le-Loir;2018;3,40
72104;Joué-l'Abbé;2018;2,50
72105;Trangé;2018;2,50
72106;Loué;2018;2,80
72107;Vibraye;2018;2,10
72108;Noyen-sur-Sarthe;2018;2,20
72109;Sillé-le-Guillaume;2018;4,30
72110;Spay;2018;3,50
72111;Précigné;2018;3,20
72112;Mayet;2018;2,40
72113;Cérans-Foulletourte;2018;2,00
72114;La Bazoge;2018;2,40
72115;Fresnay-sur-Sarthe;2018;1,10
72116;Saint-Calais;2018;1,20
72117;Sainte-Jamme-sur-Sarthe;2018;2,60
72118;Connerré;2018;2,20
72119;Le Lude;2018;2,00
72120;Bonnétable;2018;1,50
72201;Parigné-l'Évêque;2018;1,60
72202;Écommoy;2018;2,10
72203;Mamers;2018;2,60
72204;La Suze-sur-Sarthe;2018;2,40
72205;Montval-sur-Loir;2018;2,70
72206;Champagné;2018;2,60
72301;La Ferté-Bernard;2018;2,20
72302;Sablé-sur-Sarthe;2018;2,80
72303;La Flèche;2018;2,90
72701;Le Mans;2018;3,30
73101;Saint-Julien-Mont-Denis;2018;3,10
73102;La Biolle;2018;3,60
73103;Saint-Michel-de-Maurienne;2018;3,00
73104;Yenne;2018;2,70
73105;Beaufort;2018;5,90
73106;Modane;2018;3,10
73107;Grand-Aigueblanche;2018;4,20
73108;Aime-la-Plagne;2018;5,40
73109;Moûtiers;2018;4,60
73110;Saint-Étienne-de-Cuines;2018;3,00
73111;Saint-Pierre-d'Albigny;2018;2,50
73201;Montmélian;2018;3,00
73202;Entrelacs;2018;3,40
73203;Ugine;2018;3,40
73204;Saint-Jean-de-Maurienne;2018;3,50
73205;Bourg-Saint-Maurice;2018;6,00
73401;Albertville;2018;3,30
73601;Chambéry;2018;4,50
74101;Le Grand-Bornand;2018;5,80
74102;Vulbens;2018;1,30
74103;Frangy;2018;0,90
74104;Beaumont;2018;2,50
74105;Magland;2018;3,20
74106;Taninges;2018;5,80
74107;Abondance;2018;5,30
74108;Groisy;2018;4,00
74109;Veigy-Foncenex;2018;2,00
74110;Saint-Paul-en-Chablais;2018;3,30
74111;Samoëns;2018;3,20
74112;Cruseilles;2018;2,60
74113;Morzine;2018;5,40
74114;Saint-Jeoire;2018;2,20
74115;Valleiry;2018;1,50
74201;Saint-Félix;2018;4,00
74202;Viry;2018;1,90
74203;Saint-Cergues;2018;2,60
74204;Perrignier;2018;1,60
74205;Douvaine;2018;2,40
74206;Veyrier-du-Lac;2018;2,80
74207;Messery;2018;1,60
74208;Bons-en-Chablais;2018;2,20
74209;Faverges-Seythenex;2018;3,00
74210;Thônes;2018;5,20
74301;Chamonix-Mont-Blanc;2018;4,30
74302;Rumilly;2018;3,20
74303;Fillière;2018;3,70
74501;Thonon-les-Bains;2018;3,10
74502;Cluses;2018;2,70
74601;Annecy;2018;4,80
76101;Ymare;2018;3,70
76102;Sahurs;2018;2,30
76103;La Neuville-Chant-d'Oisel;2018;3,70
76104;Jumièges;2018;2,20
76105;Préaux;2018;2,80
76106;Yerville;2018;3,30
76107;Criquetot-l'Esneval;2018;2,10
76108;Saint-Nicolas-de-la-Taille;2018;3,40
76109;Fontaine-le-Bourg;2018;3,30
76110;Criel-sur-Mer;2018;2,10
76111;Houppeville;2018;3,50
76112;Saint-Jacques-sur-Darnétal;2018;4,00
76113;Goderville;2018;3,10
76114;Doudeville;2018;2,80
76115;Longueville-sur-Scie;2018;3,10
76116;Cany-Barville;2018;3,40
76117;Offranville;2018;4,00
76118;Arelaune-en-Seine;2018;3,30
76119;Hautot-sur-Mer;2018;3,00
76120;Luneray;2018;2,20
76121;Saint-Saëns;2018;4,10
76122;Saint-Valery-en-Caux;2018;2,90
76123;Terres-de-Caux;2018;3,30
76124;Duclair;2018;2,80
76125;Rives-en-Seine;2018;3,60
76126;Forges-les-Eaux;2018;4,00
76127;Le Trait;2018;1,80
76201;Saint-Nicolas-d'Aliermont;2018;2,60
76202;Neufchâtel-en-Bray;2018;5,00
76203;Saint-Romain-de-Colbosc;2018;3,30
76204;Gournay-en-Bray;2018;3,00
76205;Petit-Caux;2018;2,10
76301;Yvetot;2018;3,70
76302;Bolbec;2018;3,30
76303;Barentin;2018;3,70
76401;Fécamp;2018;2,60
76402;Lillebonne;2018;3,00
76403;Dieppe;2018;4,10
76701;Le Havre;2018;3,40
77101;Samois-sur-Seine;2018;2,90
77102;Saint-Augustin;2018;3,00
77103;Pontcarré;2018;3,40
77104;Rebais;2018;1,60
77105;La Chapelle-la-Reine;2018;2,10
77106;Grisy-Suisnes;2018;1,70
77107;Saint-Jean-les-Deux-Jumeaux;2018;2,10
77108;La Grande-Paroisse;2018;2,30
77109;Évry-Grégy-sur-Yerre;2018;4,40
77110;Château-Landon;2018;1,80
77111;Moussy-le-Neuf;2018;1,40
77112;Boissy-le-Châtel;2018;2,40
77113;Verneuil-l'Étang;2018;1,70
77114;Chaumes-en-Brie;2018;2,10
77115;Saint-Soupplets;2018;1,90
77116;Annet-sur-Marne;2018;2,20
77117;Donnemarie-Dontilly;2018;1,70
77118;Chauconin-Neufmontiers;2018;3,10
77119;Bray-sur-Seine;2018;1,60
77120;Villevaudé;2018;3,70
77121;Longueville;2018;2,40
77122;Rozay-en-Brie;2018;3,00
77123;Chailly-en-Bière;2018;2,40
77124;Chevry-Cossigny;2018;2,30
77125;Guignes;2018;1,90
77126;Jouarre;2018;2,30
77127;Le Châtelet-en-Brie;2018;1,30
77128;Saâcy-sur-Marne;2018;1,90
77129;Lizy-sur-Ourcq;2018;1,60
77130;Mormant;2018;2,20
77201;Coubert;2018;1,90
77202;Bourron-Marlotte;2018;2,50
77203;Fontenay-Trésigny;2018;2,60
77204;Othis;2018;1,60
77205;La Ferté-Gaucher;2018;1,20
77206;Saint-Pathus;2018;2,00
77207;Nangis;2018;2,20
77208;Bois-le-Roi;2018;2,50
77301;La Ferté-sous-Jouarre;2018;1,90
77302;Claye-Souilly;2018;2,60
77303;Provins;2018;2,70
77304;Dammartin-en-Goële;2018;2,40
77305;Gretz-Armainvilliers;2018;2,40
77306;Brie-Comte-Robert;2018;2,50
77401;Nemours;2018;2,30
77402;Coulommiers;2018;2,70
77403;Champagne-sur-Seine;2018;2,60
77404;Montereau-Fault-Yonne;2018;3,10
77405;Fontainebleau;2018;3,10
77501;Bailly-Romainvilliers;2018;2,40
77502;Meaux;2018;2,90
78101;Bouafle;2018;3,80
78102;Septeuil;2018;1,70
78103;Orgerus;2018;1,80
78104;Feucherolles;2018;2,20
78105;Ablis;2018;3,80
78106;Ecquevilly;2018;3,00
78107;Houdan;2018;2,60
78108;Garancières-La Queue-les-Yvelines;2018;2,40
78201;Montfort-l'Amaury;2018;2,50
78202;Saint-Arnoult-en-Yvelines;2018;2,20
78203;Rosny-sur-Seine;2018;1,90
78204;Le Perray-en-Yvelines;2018;3,00
78205;Beynes;2018;2,20
78206;Les Essarts-le-Roi;2018;2,70
78301;Aubergenville;2018;3,60
78302;Bonnières-sur-Seine;2018;2,20
78303;Noisy-le-Roi;2018;2,80
78401;Épône;2018;2,70
78402;Rambouillet;2018;3,00
79101;Prahecq;2018;2,10
79102;Coulon;2018;2,70
79103;Coulonges-sur-l'Autize;2018;2,00
79104;Chef-Boutonne;2018;3,50
79105;Magné;2018;2,60
79106;Mauzé-sur-le-Mignon;2018;4,10
79107;Frontenay-Rohan-Rohan;2018;3,60
79108;Celles-sur-Belle;2018;3,00
79109;Airvault;2018;3,70
79201;Moncoutant-sur-Sèvre;2018;2,30
79202;Échiré;2018;3,10
79203;Nueil-les-Aubiers;2018;1,90
79204;La Crèche;2018;3,90
79205;Cerizay;2018;2,70
79206;Melle;2018;4,30
79207;Mauléon;2018;2,00
79301;Saint-Maixent-l'École;2018;3,00
79302;Thouars;2018;3,90
79303;Parthenay;2018;3,00
79304;Bressuire;2018;3,00
79501;Niort;2018;3,90
80101;Flesselles;2018;4,50
80102;Chaulnes;2018;4,30
80103;Beauval;2018;4,40
80104;Vignacourt;2018;5,10
80105;Airaines;2018;3,80
80106;Poix-de-Picardie;2018;3,80
80107;Cayeux-sur-Mer;2018;2,60
80108;Béthencourt-sur-Mer;2018;4,60
80109;Saint-Valery-sur-Somme;2018;3,60
80110;Longpré-les-Corps-Saints;2018;3,60
80111;Nesle;2018;3,20
80112;Rue;2018;4,70
80113;Ailly-sur-Noye;2018;3,30
80114;Rosières-en-Santerre;2018;3,60
80115;Flixecourt;2018;5,40
80116;Villers-Bretonneux;2018;4,60
80117;Moreuil;2018;3,90
80118;Feuquières-en-Vimeu-Fressenneville;2018;3,70
80201;Ailly-sur-Somme;2018;3,40
80202;Roye;2018;2,90
80203;Montdidier;2018;4,00
80204;Doullens;2018;3,60
80205;Friville-Escarbotin;2018;4,40
80206;Ham;2018;2,80
80207;Saint-Léger-lès-Domart;2018;4,40
80208;Corbie;2018;4,20
80209;Péronne;2018;3,50
80210;Albert;2018;4,40
80401;Abbeville;2018;4,40
80601;Amiens;2018;5,60
81101;Saint-Amans-Soult;2018;2,40
81102;Lacaune;2018;5,40
81103;Réalmont;2018;2,90
81104;Lisle-sur-Tarn;2018;4,10
81201;Labruguière;2018;3,00
81202;Marssac-sur-Tarn;2018;4,10
81203;Rabastens;2018;3,90
81204;Saint-Sulpice;2018;3,50
81301;Lavaur;2018;3,20
81302;Graulhet;2018;3,50
81303;Carmaux;2018;3,10
81304;Gaillac;2018;4,20
81401;Mazamet;2018;2,60
81501;Castres;2018;3,60
81502;Albi;2018;4,50
82101;Septfonds;2018;4,20
82102;Saint-Nicolas-de-la-Grave;2018;4,20
82103;Lafrançaise;2018;1,80
82104;La Ville-Dieu-du-Temple;2018;2,70
82105;Dieupentale;2018;3,50
82106;Albias;2018;3,10
82107;Meauzac;2018;2,40
82108;Beaumont-de-Lomagne;2018;3,80
82109;Verdun-sur-Garonne;2018;3,00
82201;Nègrepelisse;2018;2,80
82202;Montech;2018;2,40
82203;Valence;2018;3,40
82204;Caussade;2018;3,30
82301;Labastide-Saint-Pierre;2018;3,30
82401;Castelsarrasin;2018;3,10
82501;Montauban;2018;3,90
83101;Plan-d'Aups-Sainte-Baume;2018;2,30
83102;Aups;2018;3,10
83103;La Roquebrussanne;2018;3,00
83104;Seillons-Source-d'Argens;2018;1,60
83105;Figanières;2018;2,90
83106;Bras;2018;2,90
83107;Néoules;2018;2,50
83108;Les Adrets-de-l'Estérel;2018;0,80
83109;Bagnols-en-Forêt;2018;2,40
83110;Le Plan-de-la-Tour;2018;2,50
83111;Signes;2018;0,50
83112;Régusse;2018;1,60
83113;Barjols;2018;4,20
83114;Carcès;2018;2,90
83115;Cotignac;2018;2,70
83116;Flassans-sur-Issole;2018;3,20
83117;Callas;2018;2,50
83118;Rians;2018;2,60
83119;Vinon-sur-Verdon;2018;5,30
83120;Puget-Ville;2018;2,80
83121;Nans-les-Pins;2018;3,20
83122;Forcalqueiret;2018;3,60
83201;Tourves;2018;3,00
83202;Rocbaron;2018;2,80
83203;Pourrières;2018;3,40
83204;Garéoult;2018;3,30
83205;Pierrefeu-du-Var;2018;1,70
83206;Salernes;2018;2,20
83207;Saint-Tropez;2018;3,40
83208;Lorgues;2018;2,40
83209;Montauroux;2018;3,60
83301;La Londe-les-Maures;2018;3,50
83302;Cavalaire-sur-Mer;2018;3,60
83303;Fayence;2018;3,80
83304;Cogolin;2018;3,80
83305;Vidauban;2018;3,10
83306;Roquebrune-sur-Argens;2018;2,60
83307;Bormes-les-Mimosas-Le Lavandou;2018;4,60
83308;Gonfaron;2018;2,70
83309;Le Luc;2018;2,70
83310;Saint-Maximin-la-Sainte-Baume;2018;4,20
83311;Sainte-Maxime;2018;4,30
83401;Brignoles;2018;3,30
83501;Draguignan;2018;3,80
83502;Fréjus;2018;3,80
84101;Mérindol;2018;2,20
84102;La Motte-d'Aigues;2018;3,10
84103;Sainte-Cécile-les-Vignes;2018;3,10
84104;Sérignan-du-Comtat;2018;2,60
84105;Bédoin;2018;2,00
84106;Villelaure;2018;3,60
84107;Saint-Saturnin-lès-Apt;2018;3,60
84108;Mondragon;2018;2,40
84109;Lapalud;2018;2,90
84110;Malaucène;2018;4,20
84111;Caumont-sur-Durance;2018;5,70
84201;La Tour-d'Aigues;2018;4,30
84202;Camaret-sur-Aigues;2018;2,60
84203;Piolenc;2018;2,90
84204;Vaison-la-Romaine;2018;4,70
84205;Valréas;2018;4,00
84301;Cadenet;2018;3,20
84302;Bollène;2018;2,40
84303;Apt;2018;4,40
84401;Pertuis;2018;4,80
85101;Moutiers-les-Mauxfaits;2018;2,60
85102;Saint-Mathurin;2018;4,00
85103;Saint-Michel-en-l'Herm;2018;2,80
85104;Landevieille;2018;2,80
85105;Longeville-sur-Mer;2018;3,20
85106;L'Île-d'Olonne;2018;3,80
85107;L'Aiguillon-sur-Mer;2018;2,80
85108;Mareuil-sur-Lay-Dissais;2018;2,80
85109;Angles;2018;3,10
